station,lat,lon
Goodge Street,51.520424996045500000,-.134662152092394320
Grange Hill,51.613349857801460000,.092146407242701880
Great Portland Street,51.523720314628890000,-.143956086447368930
Green Park,51.506850108502306000,-.142927422207874380
Greenford,51.542302026759124000,-.346444146567460000
Hainault,51.603727217978240000,.093119014044497110
Hampstead,51.556688476264430000,-.178219762924764630
Hanger Lane,51.530006403588040000,-.293007522620696200
Hatton Cross,51.466614173462760000,-.423409349454662700
Heathrow Terminal 4,51.458553104092005000,-.446058766977937300
Hendon Central,51.583293830072000000,-.226496207803293200
High Barnet,51.650601170588565000,-.194751021947520400
High Street Kensington,51.500673420263205000,-.192503135590810750
Highbury & Islington,51.546229491737870000,-.103964238784979300
Highgate,51.577597829618790000,-.146638422561128380
Hillingdon,51.553716844570935000,-.449926295661858930
Holborn,51.517438783075970000,-.120008849244825100
Holland Park,51.507334043150680000,-.205728672749766300
Holloway Road,51.552750537878600000,-.112925632539152260
Hornchurch,51.554005256006330000,.219018986707928050
Hounslow Central,51.471083300365436000,-.366922420319065300
Hounslow East,51.473170615833226000,-.356695318244920060
Hounslow West,51.473034798965720000,-.385731868407531600
Hyde Park Corner,51.502760411212570000,-.152748811981766980
Ickenham,51.561984742559240000,-.442026555689012170
Kennington,51.488119530611540000,-.105485152526283220
Kentish Town,51.550303762237870000,-.140464192953272140
Kilburn,51.546879502456840000,-.204633341254655960
Kilburn Park,51.535069084357000000,-.193965947368527200
Kingsbury,51.584756866190325000,-.278799057434066500
Knightsbridge,51.501551433201136000,-.160507091328832150
Ladbroke Grove,51.517188449881736000,-.210861917848587150
Lambeth North,51.499058148698570000,-.111760270277701970
Lancaster Gate,51.511821534588610000,-.175428659257816700
Latimer Road,51.513543593897175000,-.217779301792146050
Leicester Square,51.511221028367200000,-.128235532172760460
Leyton,51.556432927054910000,-.005619879781309080
Leytonstone,51.568185263674590000,.008215047486340644
Liverpool Street,51.517351230751740000,-.082965709456943840
London Bridge,51.505499353249796000,-.086922404191941930
Loughton,51.641512759080584000,.055311997154570370
Maida Vale,51.529760016810314000,-.185625902229911570
Manor House,51.570756005284366000,-.095712466704881360
Mansion House,51.512021200956030000,-.094187135312932570
Marble Arch,51.513543293181170000,-.158438046626587060
Marylebone,51.522223341970424000,-.163104487142123720
Mile End,51.525091871834480000,-.033404170381106150
Mill Hill East,51.608258895239280000,-.209894419946043500
Monument,51.513347819184280000,-.088942732741562510
Moor Park,51.629731090477620000,-.432666848603920740
Moorgate,51.518367249884620000,-.089006315013091150
Morden,51.402336940766870000,-.194790700834515200
Mornington Crescent,51.534206610602570000,-.138842529989899570
Neasden,51.553965717461770000,-.249782872822431580
Newbury Park,51.575572493610600000,.090337313681270550
North Acton,51.523365556364130000,-.259737385737795140
North Ealing,51.517555160358675000,-.289004979762560500
North Greenwich,51.500181823992640000,.003607416938325964
North Harrow,51.584791846729885000,-.362223573258194200
Northfields,51.499276482193580000,-.314156832664969850
Northolt,51.548150439002740000,-.368459834282661160
Northwick Park,51.578592841487520000,-.318206356876206400
Northwood,51.611159228903716000,-.423860793851574430
Northwood Hills,51.600494576500000000,-.409298630674160700
Notting Hill Gate,51.509063533643740000,-.196537685407762500
Oakwood,51.647583649194110000,-.131841721300937210
Old Street,51.525601323369810000,-.087549731436462540
Osterley,51.480928804588714000,-.351994404645611300
Oval,51.482105452338025000,-.112893408798067650
Oxford Circus,51.515123799037090000,-.141768983668966370
Paddington,51.515310415793490000,-.175390006010324200
Park Royal,51.526901379245410000,-.284228015904849400
Parsons Green,51.475095330474790000,-.201234656583119650
Perivale,51.536594089926690000,-.323852038492346400
Piccadilly Circus,51.510026995270750000,-.134006365558421630
Pimlico,51.489193760110520000,-.133748665287791170
Pinner,51.592857630090860000,-.380919804150348800
Plaistow,51.531218392483616000,.017804698696490015
Preston Road,51.572037991815020000,-.295256300158967800
Putney Bridge,51.467902222271880000,-.208976678487921420
Queensbury,51.594347148072560000,-.285785681643207800
Queensway,51.510380051624610000,-.187434461364574480
Ravenscourt Park,51.494136531497860000,-.236258353945599400
Rayners Lane,51.574976703881340000,-.371005563517764870
Redbridge,51.576301792400690000,.045423116107576156
Regents Park,51.523505503468370000,-.146862634752862040
Rickmansworth,51.640272706988570000,-.473712107018385900
Roding Valley,51.617115241205420000,.043864415463376070
Rotherhithe,51.501005694266450000,-.052180998321318894
Royal Oak,51.519017120333290000,-.188230043028310500
Ruislip,51.571449113222800000,-.421455074014979600
Ruislip Gardens,51.560588503076744000,-.411039284928411100
Ruislip Manor,51.573187677867050000,-.412345792093259500
Russell Square,51.522912845083240000,-.124310055647967780
Seven Sisters,51.583354184664740000,-.072491881494998600
Shadwell,51.511228978184640000,-.056904475684454184
Sloane Square,51.492287824097220000,-.156486231690913330
Snaresbrook,51.580827019760860000,.021490462438689930
South Ealing,51.501367936344180000,-.307018839246706250
South Harrow,51.564677570548550000,-.352211570870426400
South Kensington,51.493999872763690000,-.173922310883827400
South Ruislip,51.556516957971670000,-.398658757175952700
South Wimbledon,51.415280365884330000,-.191979094023124400
South Woodford,51.591725648273090000,.027317133742799650
Southfields,51.444931327018910000,-.206537544055385570
Southgate,51.632319710071860000,-.127758393371046300
Southwark,51.503843006939000000,-.105091836006184110
Stamford Brook,51.494796231456820000,-.245453795237972340
Stanmore,51.619618336838600000,-.303108171358637650
Stepney Green,51.521910629627830000,-.046458666350820540
Stockwell,51.472166538615750000,-.122909311662102960
Stratford,51.541309265966866000,-.003195329570308264
Sudbury Hill,51.556996189234300000,-.336215632044355560
Sudbury Town,51.550782456897100000,-.315482697033724100
Surrey Quays,51.493193457463170000,-.047514931071433080
Swiss Cottage,51.543315320154384000,-.174759253028733900
Temple,51.510969984944460000,-.113703089738369980
Theydon Bois,51.671711317303384000,.103125376663494610
Tooting Bec,51.435759628808380000,-.159700539935752140
Tooting Broadway,51.427435389662655000,-.167976763305219070
Tottenham Court Road,51.516209552513860000,-.130870518140944360
Tottenham Hale,51.588045301521500000,-.060281116367504950
Totteridge & Whetstone,51.630207704762380000,-.179261212923982800
Tower Hill,51.510065953884120000,-.076353695174605170
Tufnell Park,51.556666819988955000,-.137924881080636940
Turnham Green,51.495111725298166000,-.254532982987942970
Turnpike Lane,51.590296770154760000,-.102792275055815370
Upminster,51.558889076169990000,.251087116066800950
Upminster Bridge,51.558750507947340000,.235771220399919740
Upney,51.538335312488270000,.101565625591421570
Upton Park,51.535233303921100000,.035273180129164805
Uxbridge,51.546496370460570000,-.478139472136282440
Vauxhall,51.485733376040270000,-.123748951030590600
Victoria,51.496342174731000000,-.143844854340144740
Walthamstow Central,51.582954705002570000,-.019918639025007567
Wanstead,51.575521336921070000,.028745919335254173
Wapping,51.504268283481814000,-.055846250896647850
Warren Street,51.524511517547950000,-.138272313383213400
Warwick Avenue,51.523272522746110000,-.183678270688914820
Waterloo,51.503502207173680000,-.114069435807659030
Watford,51.657420971906490000,-.417280631945957540
Wembley Park,51.563260483955110000,-.279251008726512000
West Acton,51.517860586187880000,-.280993289991878060
West Brompton,51.487256950006746000,-.195540834373956750
West Finchley,51.609485709772600000,-.188468869728233300
West Ham,51.528181772941785000,.005039507096672237
West Hampstead,51.546701979094905000,-.190749850256434300
West Harrow,51.579778193709345000,-.352920630985434100
West Kensington,51.490491685732100000,-.206477114705301220
West Ruislip,51.569528862920430000,-.437886436759924000
Westbourne Park,51.520920849526010000,-.200883771467904430
Westminster,51.501084583446460000,-.124818265200698930
White City,51.511978113587034000,-.224254319227984920
Whitechapel,51.519455246890790000,-.059984982962259466
Willesden Green,51.549308888247985000,-.222410152080799300
Wimbledon Park,51.434464186025440000,-.199595272173123170
Wood Green,51.597476031308410000,-.109626380548445640
Woodford,51.607033365181010000,.034037144154079255
Woodside Park,51.617811407382945000,-.185421027508838540
All Saints,51.511010078082435000,-.012751749577122285
Beckton,51.515133282604730000,.060942442359961540
Beckton Park,51.508943792676580000,.054897746701542370
Blackwall,51.508216114618390000,-.007108496961494498
Bow Church,51.527333106708156000,-.020691424393872180
Bromley-By-Bow,51.524769937557340000,-.011661937058285864
Crossharbour & London Arena,51.495698374116300000,-.014614325661385941
Custom House,51.509543816964380000,.027684411363851222
Cutty Sark,51.481694371850814000,-.010858772708086980
Cyprus,51.508791930274770000,.063538519717122620
Deptford Bridge,51.474284721273506000,-.021550621322944774
Devons Road,51.522175080544790000,-.017224616322978142
East India,51.509041249107980000,-.002748663563422358
Edgware Road Bakerloo,51.520183893832000000,-.170135073011915440
Edgware Road Circle,51.519920474367346000,-.167666130737583900
Elverson Road,51.468819427590320000,-.017467307436164158
Gallions Reach,51.509538091545025000,.072220032947865110
Greenwich,51.477757816350250000,-.014198816568398007
Gunnersbury,51.491793104326040000,-.275175034795658400
Hammersmith,51.493497772006556000,-.224930071064953470
Hammersmith (D & P),51.492569079748954000,-.222401730524214160
Harlesden,51.536192910154740000,-.257502755154927540
Harrow & Wealdstone,51.592208827964880000,-.335231166241641700
Harrow on the Hill,51.579328867281140000,-.337015904256826800
"Heathrow Terminals 1, 2, 3",51.471219210060410000,-.452439130961683100
Heron Quays DLR,51.503067915299190000,-.021744064999687465
Island Gardens,51.486671636732005000,-.009489509781986224
Kensal Green,51.530457666116990000,-.224716964703163850
Kensington (Olympia),51.497809167384910000,-.210382523117471270
Kenton,51.581788462601410000,-.317164405857978500
Kew Gardens,51.477029930152850000,-.285252328214689150
Kings Cross St. Pancras,51.530397237917526000,-.123857948142452990
Lewisham,51.466074537491664000,-.014706587477352798
Limehouse,51.512498517496160000,-.039712576574314410
Mudchute,51.490364179631120000,-.015091214701629630
New Cross,51.476674202455730000,-.032594570758595160
New Cross Gate,51.475337384701450000,-.040299579158885705
North Wembley,51.562490285575436000,-.304155735382629300
Poplar,51.507488443277030000,-.017228773736863470
Prince Regent,51.509320665460960000,.033295484514232420
Pudding Mill Lane,51.534400840867900000,-.013174228379466220
Queens Park,51.534100903446934000,-.204704090234202700
Richmond,51.463159640859740000,-.301754217686892100
Royal Albert,51.508196344367040000,.046216593557986540
Royal Victoria,51.509062110622175000,.018078557359541534
Shepherds Bush Central,51.505560868490754000,-.226305459017774930
Shepherds Bush Hammersmith & City,51.505560868490754000,-.226305459017774930
South Kenton,51.570171686871360000,-.308588675020215030
South Quay,51.500532011008650000,-.019101694079593993
St. Jamess Park,51.499345456140375000,-.134183744115531720
St. Johns Wood,51.534564516315330000,-.174172356336729750
St. Pauls,51.514801296733296000,-.097573654477604190
Stonebridge Park,51.543922285834710000,-.275409247579834260
Tower Gateway,51.510566638763080000,-.074530960965560940
Wembley Central,51.552329965978000000,-.296859445373195800
West India Quay,51.506638439327860000,-.020148081137071500
Westferry,51.509431782335305000,-.025791956499847963
Willesden Junction,51.532191497103640000,-.244288894517034600
Wimbledon,51.421383719531770000,-.206381586903591980
Abbey Wood,51.4915,0.1229
Acton Central,51.5088,-0.2634
Acton Main Line,51.5169,-0.2669
Albany Park,51.4358,0.1266
Alexandra Palace,51.5983,-0.1197
Amersham,51.6747,-0.6088
Anerley,51.4125,-0.0651
Angel Road,51.6118,-0.0495
Balham,51.4426,-0.152
Banstead,51.3292,-0.2132
Barking,51.5393,0.0817
Barnehurst,51.4648,0.1595
Barnes,51.4671,-0.242
Barnes Bridge,51.4722,-0.2523
Battersea ,51.4779,-0.1477
Beckenham Hill,51.4246,-0.0161
Beckenham Junction,51.4109,-0.0257
Bellingham,51.4342,-0.0199
Belmont,51.344,-0.1986
Belvedere,51.4927,0.1524
Berrylands,51.3988,-0.2803
Bethnal Green,51.523,-0.0595
Bexley,51.4403,0.1479
Bexleyheath,51.4635,0.1338
Bickley,51.3995,0.0441
Birkbeck,51.4039,-0.0568
Blackfriars,51.5116,-0.103
Blackheath,51.4663,0.0064
Blackhorse Road,51.5866,-0.0416
Bowes Park,51.6078,-0.1209
Brentford,51.4875,-0.3096
Brentwood,51.6137,0.3001
Brimsdown,51.6556,-0.0301
Brixton,51.4629,-0.1132
Brockley,51.4645,-0.0369
Bromley North,51.4088,0.0179
Bromley South,51.4004,0.0181
Brondesbury,51.5451,-0.202
Brondesbury Park,51.5407,-0.2103
Broxbourne,51.7483,-0.0094
Bruce Grove,51.594,-0.0704
Bushey,51.644,-0.385
Bush Hill Park,51.6418,-0.0691
Caledonian Road & Barnsbury,51.5432,-0.1145
Cambridge Heath,51.5321,-0.0572
Camden Road,51.5444,-0.1401
Canada Water,51.4983,-0.05
Cannon Street,51.5101,-0.0912
Canonbury,51.5482,-0.0925
Carpenders Park,51.629,-0.386
Carshalton,51.3686,-0.1659
Carshalton Beeches,51.3577,-0.1714
Castle Bar Park,51.5228,-0.3323
Caterham,51.28214,-0.0783
Catford,51.4447,-0.0261
Catford Bridge,51.4446,-0.025
Chadwell Heath,51.5678,0.1292
Chafford Hundred,51.4859,0.2876
Chalfont & Latimer,51.6679,-0.561
Charing Cross,51.5075,-0.1231
Charlton,51.4868,0.031
Cheam,51.356,-0.2147
Chelsfield,51.3565,0.1076
Cheshunt,51.7039,-0.0221
Chessington North,51.3642,-0.3005
Chessington South,51.3569,-0.308
Chingford,51.6331,0.0094
Chipstead,51.3093,-0.1693
Chislehurst,51.4057,0.0573
Chiswick,51.4813,-0.2683
Chorleywood,51.6541,-0.5183
City Thameslink,51.5163,-0.1037
Clapham High Street,51.4658,-0.1328
Clapham Junction,51.4644,-0.1703
Clapton,51.5617,-0.0571
Clock House,51.4088,-0.0411
Coulsdon South,51.3157,-0.138
Smitham,51.3219,-0.134
Crayford,51.4483,0.1786
Crews Hill,51.6845,-0.1072
Cricklewood,51.5586,-0.2129
Crofton Park,51.455,-0.0367
Crouch Hill,51.572,-0.1171
Crystal Palace,51.4182,-0.0726
Dagenham Dock,51.5268,0.145
Dalston Junction,51.5453,-0.0747
Dalston Kingsland,51.5482,-0.0763
Dartford,51.4475,0.2193
Denmark Hill,51.4683,-0.0894
Deptford,51.4788,-0.0265
Drayton Green,51.5165,-0.33
Drayton Park,51.5528,-0.1055
Ealing Broadway,51.5147,-0.3017
Earlsfield,51.4424,-0.1877
East Croydon,51.3753,-0.093
East Dulwich,51.4616,-0.0804
Eden Park,51.39,-0.0262
Edmonton Green,51.6242,-0.0614
Elephant & Castle,51.4938,-0.0986
Elmers End,51.3981,-0.0496
Elmstead Woods,51.4168,0.0441
Elstree & Borehamwood,51.6531,-0.2802
Eltham,51.4555,0.0515
Emerson Park,51.5687,0.2204
Enfield Chase,51.6529,-0.0908
Enfield Lock,51.6709,-0.0284
Enfield Town,51.6516,-0.0792
Epsom Downs,51.3237,-0.2389
Erith,51.4816,0.1754
Essex Road,51.5406,-0.0963
Euston,51.5287,-0.1345
Ewell East,51.3451,-0.2419
Ewell West,51.3502,-0.2569
Falconwood,51.4592,0.0799
Farringdon,51.5206,-0.1053
Feltham,51.4481,-0.4088
Fenchurch Street,51.5114,-0.0783
Finchley Road & Frognal,51.5499,-0.1837
Finsbury Park,51.564653,-0.106366
Forest Gate,51.5494,0.0242
Forest Hill,51.4393,-0.0533
Fulwell,51.4334,-0.3508
Gidea Park,51.582,0.2063
Gipsy Hill,51.4246,-0.084
Goodmayes,51.5655,0.1109
Gordon Hill,51.6632,-0.0943
Gospel Oak,51.5552,-0.1514
Grange Park,51.6431,-0.0969
Grays ,51.476,0.322
Greenford,51.5426,-0.3463
Greenwich,51.4782,-0.0134
Grove Park,51.4306,0.0219
Gunnersbury,51.4918,-0.275
Hackbridge,51.3778,-0.1539
Hackney Central,51.547,-0.0559
Hackney Downs,51.5483,-0.0601
Hackney Wick,51.5432,-0.0249
Hadley Wood,51.6688,-0.1761
Haggerston,51.5381,-0.0736
Hampstead Heath,51.5553,-0.1654
Hampton,51.4159,-0.3717
Hampton Court,51.4028,-0.3425
Hampton Wick,51.4141,-0.3107
Hanwell,51.5116,-0.3389
Harlesden,51.5363,-0.2581
Harold Wood,51.5928,0.2343
Harringay,51.577,-0.1052
Harringay Green Lanes,51.5774,-0.0977
Harrow & Wealdstone,51.5921,-0.3347
Harrow-on-the-Hill,51.5794,-0.337
Hatch End,51.6097,-0.3682
Haydons Road,51.4255,-0.188
Hayes,51.3765,0.0102
Hayes & Harlington,51.5031,-0.4203
Headstone Lane,51.6019,-0.3566
Heathrow Terminals 123,51.471,-0.454
Heathrow Terminal 4,51.458,-0.445
Heathrow Terminal 5,51.4723,-0.488
Hendon,51.58,-0.2389
Herne Hill,51.4533,-0.1021
Highams Park,51.6084,-0.0001
Highbury & Islington,51.5458,-0.105
Hither Green,51.4519,-0.0008
Homerton,51.547,-0.0431
Honor Oak Park,51.4501,-0.0456
Haringey,51.5862,-0.1116
Hounslow,51.462,-0.3622
Hoxton,51.5318,-0.0754
Ilford,51.5586,0.0696
Imperial Wharf,51.4751,-0.1828
Isleworth,51.4749,-0.337
Kenley,51.3246,-0.1007
Kensal Green,51.5306,-0.2243
Kensal Rise,51.5345,-0.2204
Kensington (Olympia),51.4985,-0.211
Kent House,51.4123,-0.0453
Kentish Town,51.5505,-0.1396
Kentish Town West,51.5468,-0.1468
Kenton,51.5818,-0.3167
Kew Bridge,51.4895,-0.2878
Kew Gardens,51.4772,-0.2849
Kidbrooke,51.4621,0.0273
Kilburn High Road,51.5373,-0.1925
Kings Cross,51.5324,-0.1233
Kingston,51.4129,-0.3019
Kingswood,51.295,-0.211
Knockholt,51.3459,0.1307
Ladywell,51.4562,-0.0192
Lee,51.4497,0.0128
Lewisham,51.4658,-0.0141
Leyton Midland Road,51.5693,-0.0072
Leytonstone High Road,51.5634,0.0073
Tower Hamlets,51.5126,-0.0402
Liverpool Street,51.5185,-0.0819
London Bridge,51.5053,-0.0851
London Fields,51.5407,-0.0577
Loughborough Junction,51.4661,-0.102
Lower Sydenham,51.4245,-0.0336
Malden Manor,51.3847,-0.2618
Manor Park,51.5526,0.0463
Maryland,51.546,0.0059
Marylebone,51.5231,-0.163
Maze Hill,51.483,0.0032
Mill Hill Broadway,51.6128,-0.2491
Mitcham Eastfields,51.4077,-0.1547
Mitcham Junction,51.393,-0.1576
Moorgate,51.5187,-0.0896
Morden South,51.3965,-0.199
Mortlake,51.4682,-0.2672
Motspur Park,51.3958,-0.2397
Mottingham,51.4401,0.0504
New Barnet,51.6488,-0.1738
New Beckenham,51.4164,-0.0348
New Cross,51.476,-0.0325
New Cross Gate,51.4752,-0.0406
New Eltham,51.438,0.0705
New Malden,51.4039,-0.256
New Southgate,51.6142,-0.1432
Norbiton,51.4124,-0.2838
Norbury,51.4114,-0.1214
North Dulwich,51.4543,-0.0887
Northolt Park,51.5574,-0.3595
North Sheen,51.4656,-0.2865
Northumberland Park,51.5986,-0.0551
North Wembley,51.5627,-0.304
Norwood Junction,51.3971,-0.0749
Nunhead,51.4671,-0.0527
Oakleigh Park,51.6379,-0.1667
Ockendon       ,51.52,0.29
Old Street,51.5258,-0.085
Orpington,51.3741,0.0885
Paddington,51.5171,-0.1769
Palmers Green,51.6184,-0.1102
Peckham Rye,51.4701,-0.0691
Penge East,51.4191,-0.0537
Penge West,51.4174,-0.0606
Petts Wood,51.3889,0.0742
Plumstead,51.4897,0.0844
Ponders End,51.642,-0.0349
Purfleet  ,51.481,0.237
Purley,51.3377,-0.1135
Purley Oaks,51.3469,-0.0987
Putney,51.4611,-0.2162
Queens Park,51.5341,-0.2053
Queens Road Peckham,51.4736,-0.0573
Queenstown Road (Battersea),51.4748,-0.147
Rainham,51.5169,0.1905
Ravensbourne,51.4141,-0.0075
Raynes Park,51.4094,-0.2299
Rectory Road,51.5584,-0.0681
Reedham,51.3313,-0.1233
Richmond,51.463,-0.3014
Rickmansworth,51.6402,-0.4733
Riddlesdown,51.3323,-0.0996
Romford,51.5749,0.1827
Rotherhithe,51.5008,-0.0522
St Helier,51.3901,-0.1985
St James Street,51.581,-0.0323
St Johns,51.4691,-0.0225
St Margarets,51.455,-0.3204
St Mary Cray,51.3947,0.1058
St Pancras,51.5314,-0.1261
Sanderstead,51.3484,-0.094
Selhurst,51.3921,-0.0883
Seven Kings,51.5635,0.0969
Seven Sisters,51.5839,-0.0756
Shadwell,51.5112,-0.0569
Shenfield,51.6331,0.3328
Shepherd's Bush,51.5051,-0.2175
Shoreditch High Street,51.5234,-0.0768
Shortlands,51.4058,0.0019
Sidcup,51.4338,0.104
Silver Street,51.6149,-0.0676
Slade Green,51.4678,0.1904
South Acton,51.4994,-0.2707
Southall,51.506,-0.3783
South Bermondsey,51.4887,-0.0548
Southbury,51.6488,-0.0524
South Croydon,51.3629,-0.0933
outh Greenford,51.5342,-0.3369
South Hampstead,51.5414,-0.1788
South Kenton,51.5703,-0.3086
South Merton,51.403,-0.2062
South Ruislip,51.5569,-0.3988
South Tottenham,51.5802,-0.072
Stamford Hill,51.5749,-0.0761
Stoke Newington,51.5651,-0.0727
Stonebridge Park,51.544,-0.2754
Stoneleigh,51.3637,-0.2487
Stratford,51.5417,-0.0037
Stratford International,51.5448,-0.0087
Strawberry Hill,51.4389,-0.3388
Streatham,51.426,-0.1311
Streatham Common,51.4187,-0.1359
Streatham Hill,51.438,-0.1271
Sudbury & Harrow Road,51.554,-0.3167
Sudbury Hill Harrow,51.5589,-0.3358
Sundridge Park,51.4137,0.0221
Surbiton,51.3926,-0.3044
Surrey Quays,51.4933,-0.0477
Sutton,51.3601,-0.1903
Sutton Common,51.3751,-0.1964
Swanley,51.3944,-0.1733
Sydenham,51.4268,-0.0545
Sydenham Hill,51.4326,-0.0802
Syon Lane,51.4818,-0.3248
Tadworth,51.292,-0.236
Tattenham Corner,51.3092,-0.2426
Teddington,51.4247,-0.3325
Thames Ditton,51.3886,-0.3383
Theobalds Grove,51.6937,-0.0327
Thornton Heath,51.3985,-0.1004
Tolworth,51.3771,-0.2793
Tooting,51.4196,-0.1603
Tottenham Hale,51.5902,-0.0611
Tulse Hill,51.4399,-0.1049
Turkey Street,51.6725,-0.0474
Twickenham,51.4504,-0.3296
Upminster,51.5588,0.2509
Upper Holloway,51.5638,-0.1298
Upper Warlingham,51.3085,-0.078
Vauxhall,51.4859,-0.1229
Victoria,51.4966,-0.1448
Waddon,51.3674,-0.117
Wallington,51.3592,-0.1533
Waltham Cross,51.6851,-0.0266
Walthamstow Central,51.5831,-0.0192
Walthamstow Queens Road,51.5817,-0.024
Wandsworth Common,51.4464,-0.1635
Wandsworth Road,51.4702,-0.139
Wandsworth Town,51.461,-0.1879
Wanstead Park,51.5518,0.0264
Wapping,51.5044,-0.0558
Waterloo,51.5031,-0.1132
Waterloo East,51.5041,-0.1101
Watford High Street,51.6525,-0.3918
Watford Junction ,51.6635,-0.3958
Welling,51.4647,0.1017
Wembley Central,51.5519,-0.2964
Wembley Stadium,51.5543,-0.2863
West Brompton,51.4866,-0.1957
Westcombe Park,51.4842,0.0187
West Croydon,51.3785,-0.102
West Drayton,51.5101,-0.4719
West Dulwich,51.4409,-0.0906
West Ealing,51.5137,-0.3203
West Ham,51.5284,0.0066
West Hampstead,51.5473,-0.1913
West Hampstead Thameslink,51.54848,-0.19183
West Norwood,51.4318,-0.1035
West Ruislip,51.5696,-0.4376
West Sutton,51.3662,-0.2051
West Wickham,51.3813,-0.0145
Whitechapel ,51.519,-0.061
White Hart Lane,51.6049,-0.0711
Whitton,51.4495,-0.3578
Whyteleafe,51.3097,-0.0811
Whyteleafe South,51.3034,-0.0768
Willesden Junction,51.5324,-0.2439
Wimbledon,51.4232,-0.2043
Wimbledon Chase,51.4095,-0.2142
Winchmore Hill,51.6341,-0.1013
Woodgrange Park,51.5487,0.0454
Woodmansterne,51.3192,-0.1539
Wood Street,51.5864,-0.0021
Woolwich Arsenal,51.4898,0.0694
Woolwich Dockyard,51.4913,0.0536
Worcester Park,51.3804,-0.2412
